Pickup_Point__1,Type__1,Appendix__1,StartDate1,EndDate1
111025273,Milk Collection (SE),955,01/09/2020,31/12/4000
111025273,Milk Collection (SE),957,01/09/2020,31/12/4000
111025274,Miscellaneous,6007,01/06/2020,31/12/2020
111025274,Milk Collection (SE),955,01/09/2020,31/12/4000
111025274,Miscellaneous,6014,01/09/2020,30/11/2020
111025279,Milk Collection (SE),970,01/09/2020,31/12/4000
111025279,Miscellaneous,6007,01/06/2020,31/12/2020
111025279,Milk Collection (SE),950,01/09/2020,31/12/4000
111025279,Milk Standard (SE),OR,01/09/2020,31/12/4000
111025279,Miscellaneous,6014,01/09/2020,30/11/2020
111025280,Miscellaneous,6014,01/09/2020,30/11/2020
111025280,Milk Standard (SE),OR,01/09/2020,31/12/4000
111025280,Miscellaneous,6007,01/06/2020,31/12/2020
111025281,Miscellaneous,6014,01/09/2020,30/11/2020
111025282,Milk Collection (SE),955,01/09/2020,31/12/4000
111025402,Miscellaneous,6014,01/09/2020,30/11/2020
111025402,Miscellaneous,6007,01/06/2020,31/12/2020
111025402,Milk Collection (SE),955,01/09/2020,31/12/4000
111025402,Milk Collection (SE),950,01/09/2020,31/12/4000
111025403,Miscellaneous,6007,01/06/2020,31/12/2020
111025403,Miscellaneous,6014,01/09/2020,30/11/2020
111025426,Miscellaneous,6014,01/09/2020,30/11/2020
111025426,Miscellaneous,6007,01/06/2020,31/12/2020
111025469,Miscellaneous,6014,01/09/2020,30/11/2020
111025469,Miscellaneous,6007,01/06/2020,31/12/2020
111025476,Milk Collection (SE),955,01/09/2020,31/12/4000
111025476,Miscellaneous,6007,01/06/2020,31/12/2020
111025476,Miscellaneous,6014,01/09/2020,30/11/2020
111030002,Miscellaneous,6007,01/06/2020,31/12/2020
111030002,Milk Collection (SE),955,01/09/2020,31/12/4000
111030002,Milk Collection (SE),950,01/09/2020,31/12/4000
111030002,Milk Collection (SE),970,01/09/2020,31/12/4000
111030002,Miscellaneous,6014,01/09/2020,30/11/2020
111030005,Miscellaneous,6014,01/09/2020,30/11/2020
111030005,Miscellaneous,6007,01/06/2020,31/12/2020
111030006,Milk Collection (SE),950,01/09/2020,31/12/4000
111030011,Miscellaneous,6014,01/09/2020,30/11/2020
111030011,Miscellaneous,6007,01/06/2020,31/12/2020
111030011,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030011,Milk Collection (SE),955,01/09/2020,31/12/4000
111030011,Milk Collection (SE),970,01/09/2020,31/12/4000
111030015,Miscellaneous,6014,01/09/2020,30/11/2020
111030015,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030015,Milk Collection (SE),950,01/09/2020,31/12/4000
111030015,Miscellaneous,6007,01/06/2020,31/12/2020
111030015,Milk Collection (SE),955,01/09/2020,31/12/4000
111030015,Milk Collection (SE),970,01/09/2020,31/12/4000
111030016,Miscellaneous,6007,01/06/2020,31/12/2020
111030016,Milk Collection (SE),970,01/09/2020,31/12/4000
111030016,Miscellaneous,6014,01/09/2020,30/11/2020
111030017,Miscellaneous,6014,01/09/2020,30/11/2020
111030017,Milk Collection (SE),957,01/09/2020,31/12/4000
111030017,Miscellaneous,6007,01/06/2020,31/12/2020
111030017,Milk Collection (SE),955,01/09/2020,31/12/4000
111030018,Milk Collection (SE),950,01/09/2020,31/12/4000
111030018,Milk Collection (SE),970,01/09/2020,31/12/4000
111030018,Miscellaneous,6014,01/09/2020,30/11/2020
111030018,Miscellaneous,6007,01/06/2020,31/12/2020
111030020,Miscellaneous,6007,01/06/2020,31/12/2020
111030020,Miscellaneous,6014,01/09/2020,30/11/2020
111030021,Miscellaneous,6007,01/06/2020,31/12/2020
111030021,Miscellaneous,6014,01/09/2020,30/11/2020
111030022,Milk Collection (SE),955,01/09/2020,31/12/4000
111030024,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030024,Miscellaneous,6007,01/06/2020,31/12/2020
111030024,Miscellaneous,6014,01/09/2020,30/11/2020
111030025,Milk Collection (SE),950,01/09/2020,31/12/4000
111030025,Miscellaneous,6014,01/09/2020,30/11/2020
111030025,Milk Collection (SE),970,01/09/2020,31/12/4000
111030025,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030025,Miscellaneous,6007,01/06/2020,31/12/2020
111030025,Milk Collection (SE),957,01/09/2020,31/12/4000
111030025,Milk Collection (SE),955,01/09/2020,31/12/4000
111030026,Miscellaneous,6014,01/09/2020,30/11/2020
111030026,Milk Collection (SE),950,01/09/2020,31/12/4000
111030026,Milk Collection (SE),955,01/09/2020,31/12/4000
111030026,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030026,Miscellaneous,6007,01/06/2020,31/12/2020
111030029,Miscellaneous,6007,01/06/2020,31/12/2020
111030029,Miscellaneous,6014,01/09/2020,30/11/2020
111030032,Milk Collection (SE),950,01/09/2020,31/12/4000
111030032,Milk Collection (SE),957,01/09/2020,31/12/4000
111030032,Miscellaneous,6007,01/06/2020,31/12/2020
111030032,Milk Collection (SE),955,01/09/2020,31/12/4000
111030037,Miscellaneous,6014,01/09/2020,30/11/2020
111030037,Milk Collection (SE),955,01/09/2020,31/12/4000
111030037,Miscellaneous,6007,01/06/2020,31/12/2020
111030037,Milk Collection (SE),957,01/09/2020,31/12/4000
111030038,Miscellaneous,6014,01/09/2020,30/11/2020
111030038,Miscellaneous,6007,01/06/2020,31/12/2020
111030038,Milk Collection (SE),955,01/09/2020,31/12/4000
111030038,Milk Collection (SE),970,01/09/2020,31/12/4000
111030039,Miscellaneous,6007,01/06/2020,31/12/2020
111030039,Miscellaneous,6014,01/09/2020,30/11/2020
111030040,Miscellaneous,6014,01/09/2020,30/11/2020
111030044,Miscellaneous,6014,01/09/2020,30/11/2020
111030045,Miscellaneous,6007,01/06/2020,31/12/2020
111030045,Miscellaneous,6014,01/09/2020,30/11/2020
111030045,Milk Collection (SE),950,01/09/2020,31/12/4000
111030046,Milk Collection (SE),955,01/09/2020,31/12/4000
111030046,Miscellaneous,6007,01/06/2020,31/12/2020
111030046,Miscellaneous,6014,01/09/2020,30/11/2020
111030053,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030054,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030055,Miscellaneous,6007,01/06/2020,31/12/2020
111030055,Miscellaneous,6014,01/09/2020,30/11/2020
111030055,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030058,Miscellaneous,6014,01/09/2020,30/11/2020
111030059,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030059,Miscellaneous,6007,01/06/2020,31/12/2020
111030059,Milk Collection (SE),950,01/09/2020,31/12/4000
111030059,Milk Collection (SE),970,01/09/2020,31/12/4000
111030059,Miscellaneous,6014,01/09/2020,30/11/2020
111030059,Milk Collection (SE),955,01/09/2020,31/12/4000
111030061,Miscellaneous,6014,01/09/2020,30/11/2020
111030061,Miscellaneous,6007,01/06/2020,31/12/2020
111030061,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030061,Milk Collection (SE),950,01/09/2020,31/12/4000
111030062,Miscellaneous,6014,01/09/2020,30/11/2020
111030062,Miscellaneous,6007,01/06/2020,31/12/2020
111030062,Milk Collection (SE),955,01/09/2020,31/12/4000
111030063,Miscellaneous,6014,01/09/2020,30/11/2020
111030063,Miscellaneous,6007,01/06/2020,31/12/2020
111030063,Milk Collection (SE),950,01/09/2020,31/12/4000
111030063,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030063,Milk Collection (SE),970,01/09/2020,31/12/4000
111030063,Milk Collection (SE),955,01/09/2020,31/12/4000
111030064,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030065,Miscellaneous,6007,01/06/2020,31/12/2020
111030065,Miscellaneous,6014,01/09/2020,30/11/2020
111030066,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030066,Milk Collection (SE),970,01/09/2020,31/12/4000
111030066,Miscellaneous,6014,01/09/2020,30/11/2020
111030066,Milk Collection (SE),950,01/09/2020,31/12/4000
111030066,Milk Collection (SE),955,01/09/2020,31/12/4000
111030066,Miscellaneous,6007,01/06/2020,31/12/2020
111030069,Miscellaneous,6014,01/09/2020,30/11/2020
111030069,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030069,Milk Collection (SE),950,01/09/2020,31/12/4000
111030069,Miscellaneous,6007,01/06/2020,31/12/2020
111030070,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030070,Miscellaneous,6007,01/06/2020,31/12/2020
111030070,Milk Collection (SE),955,01/09/2020,31/12/4000
111030070,Milk Collection (SE),950,01/09/2020,31/12/4000
111030070,Miscellaneous,6014,01/09/2020,30/11/2020
111030070,Milk Collection (SE),970,01/09/2020,31/12/4000
111030072,Milk Collection (SE),970,01/09/2020,31/12/4000
111030072,Miscellaneous,6014,01/09/2020,30/11/2020
111030072,Miscellaneous,6007,01/06/2020,31/12/2020
111030073,Miscellaneous,6014,01/09/2020,30/11/2020
111030074,Miscellaneous,6014,01/09/2020,30/11/2020
111030074,Milk Collection (SE),950,01/09/2020,31/12/4000
111030074,Milk Collection (SE),970,01/09/2020,31/12/4000
111030074,Milk Collection (SE),955,01/09/2020,31/12/4000
111030074,Miscellaneous,6007,01/06/2020,31/12/2020
111030075,Milk Collection (SE),955,01/09/2020,31/12/4000
111030075,Milk Collection (SE),957,01/09/2020,31/12/4000
111030075,Miscellaneous,6014,01/09/2020,30/11/2020
111030075,Milk Collection (SE),950,01/09/2020,31/12/4000
111030075,Miscellaneous,6007,01/06/2020,31/12/2020
111030076,Miscellaneous,6007,01/06/2020,31/12/2020
111030076,Miscellaneous,6014,01/09/2020,30/11/2020
111030076,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030079,Milk Collection (SE),955,01/09/2020,31/12/4000
111030080,Milk Collection (SE),970,01/09/2020,31/12/4000
111030080,Milk Collection (SE),955,01/09/2020,31/12/4000
111030080,Miscellaneous,6007,01/06/2020,31/12/2020
111030080,Miscellaneous,6014,01/09/2020,30/11/2020
111030080,Milk Collection (SE),950,01/09/2020,31/12/4000
111030082,Miscellaneous,6007,01/06/2020,31/12/2020
111030082,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030082,Miscellaneous,6014,01/09/2020,30/11/2020
111030083,Milk Collection (SE),955,01/09/2020,31/12/4000
111030083,Miscellaneous,6007,01/06/2020,31/12/2020
111030083,Milk Collection (SE),950,01/09/2020,31/12/4000
111030083,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030083,Milk Collection (SE),970,01/09/2020,31/12/4000
111030083,Miscellaneous,6014,01/09/2020,30/11/2020
111030084,Milk Collection (SE),950,01/09/2020,31/12/4000
111030084,Milk Collection (SE),970,01/09/2020,31/12/4000
111030084,Miscellaneous,6007,01/06/2020,31/12/2020
111030084,Miscellaneous,6014,01/09/2020,30/11/2020
111030084,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030085,Miscellaneous,6007,01/06/2020,31/12/2020
111030086,Miscellaneous,6014,01/09/2020,30/11/2020
111030086,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030087,Miscellaneous,6007,01/06/2020,31/12/2020
111030087,Milk Collection (SE),950,01/09/2020,31/12/4000
111030087,Miscellaneous,6014,01/09/2020,30/11/2020
111030087,Milk Collection (SE),955,01/09/2020,31/12/4000
111030087,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030090,Miscellaneous,6014,01/09/2020,30/11/2020
111030090,Miscellaneous,6007,01/06/2020,31/12/2020
111030090,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030090,Milk Collection (SE),955,01/09/2020,31/12/4000
111030090,Milk Collection (SE),950,01/09/2020,31/12/4000
111030090,Milk Collection (SE),970,01/09/2020,31/12/4000
111030092,Miscellaneous,6014,01/09/2020,30/11/2020
111030092,Milk Collection (SE),957,01/09/2020,31/12/4000
111030092,Milk Collection (SE),955,01/09/2020,31/12/4000
111030092,Milk Collection (SE),950,01/09/2020,31/12/4000
111030093,Miscellaneous,6007,01/06/2020,31/12/2020
111030093,Milk Collection (SE),955,01/09/2020,31/12/4000
111030093,Miscellaneous,6014,01/09/2020,30/11/2020
111030093,Milk Collection (SE),950,01/09/2020,31/12/4000
111030094,Milk Collection (SE),970,01/09/2020,31/12/4000
111030094,Milk Collection (SE),950,01/09/2020,31/12/4000
111030094,Milk Collection (SE),955,01/09/2020,31/12/4000
111030094,Miscellaneous,6014,01/09/2020,30/11/2020
111030096,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030096,Milk Collection (SE),970,01/09/2020,31/12/4000
111030096,Miscellaneous,6007,01/06/2020,31/12/2020
111030096,Milk Collection (SE),950,01/09/2020,31/12/4000
111030096,Miscellaneous,6014,01/09/2020,30/11/2020
111030096,Milk Collection (SE),955,01/09/2020,31/12/4000
111030097,Miscellaneous,6014,01/09/2020,30/11/2020
111030097,Miscellaneous,6007,01/06/2020,31/12/2020
111030097,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030097,Milk Collection (SE),950,01/09/2020,31/12/4000
111030099,Miscellaneous,6007,01/06/2020,31/12/2020
111030099,Miscellaneous,6014,01/09/2020,30/11/2020
111030101,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030103,Milk Collection (SE),970,01/09/2020,31/12/4000
111030103,Milk Collection (SE),955,01/09/2020,31/12/4000
111030103,Miscellaneous,6014,01/09/2020,30/11/2020
111030103,Miscellaneous,6007,01/06/2020,31/12/2020
111030103,Milk Collection (SE),950,01/09/2020,31/12/4000
111030103,Milk Collection (SE),957,01/09/2020,31/12/4000
111030107,Milk Collection (SE),955,01/09/2020,31/12/4000
111030108,Miscellaneous,6014,01/09/2020,30/11/2020
111030108,Miscellaneous,6007,01/06/2020,31/12/2020
111030109,Miscellaneous,6014,01/09/2020,30/11/2020
111030109,Miscellaneous,6007,01/06/2020,31/12/2020
111030110,Milk Collection (SE),955,01/09/2020,31/12/4000
111030113,Miscellaneous,6007,01/06/2020,31/12/2020
111030113,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030113,Miscellaneous,6014,01/09/2020,30/11/2020
111030114,Milk Collection (SE),955,01/09/2020,31/12/4000
111030114,Miscellaneous,6007,01/06/2020,31/12/2020
111030115,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030115,Milk Collection (SE),955,01/09/2020,31/12/4000
111030115,Milk Collection (SE),970,01/09/2020,31/12/4000
111030115,Miscellaneous,6007,01/06/2020,31/12/2020
111030115,Milk Collection (SE),950,01/09/2020,31/12/4000
111030115,Miscellaneous,6014,01/09/2020,30/11/2020
111030116,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030118,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030118,Milk Collection (SE),950,01/09/2020,31/12/4000
111030118,Milk Collection (SE),955,01/09/2020,31/12/4000
111030119,Milk Collection (SE),950,01/09/2020,31/12/4000
111030119,Milk Collection (SE),970,01/09/2020,31/12/4000
111030119,Miscellaneous,6014,01/09/2020,30/11/2020
111030119,Milk Collection (SE),955,01/09/2020,31/12/4000
111030119,Miscellaneous,6007,01/06/2020,31/12/2020
111030121,Miscellaneous,6007,01/06/2020,31/12/2020
111030121,Milk Collection (SE),950,01/09/2020,31/12/4000
111030121,Milk Collection (SE),955,01/09/2020,31/12/4000
111030121,Miscellaneous,6014,01/09/2020,30/11/2020
111030121,Milk Collection (SE),970,01/09/2020,31/12/4000
111030123,Milk Collection (SE),970,01/09/2020,31/12/4000
111030123,Miscellaneous,6014,01/09/2020,30/11/2020
111030123,Milk Collection (SE),950,01/09/2020,31/12/4000
111030123,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030123,Miscellaneous,6007,01/06/2020,31/12/2020
111030124,Milk Collection (SE),955,01/09/2020,31/12/4000
111030125,Milk Collection (SE),955,01/09/2020,31/12/4000
111030127,Miscellaneous,6014,01/09/2020,30/11/2020
111030127,Miscellaneous,6007,01/06/2020,31/12/2020
111030128,Miscellaneous,6007,01/06/2020,31/12/2020
111030128,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030128,Miscellaneous,6014,01/09/2020,30/11/2020
111030129,Miscellaneous,6007,01/09/2020,31/12/2020
111030129,Miscellaneous,6014,01/09/2020,30/11/2020
111030130,Milk Collection (SE),955,01/09/2020,31/12/4000
111030131,Milk Collection (SE),970,01/09/2020,31/12/4000
111030131,Milk Collection (SE),950,01/09/2020,31/12/4000
111030131,Miscellaneous,6014,01/09/2020,30/11/2020
111030131,Milk Collection (SE),955,01/09/2020,31/12/4000
111030131,Miscellaneous,6007,01/06/2020,31/12/2020
111030132,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030132,Miscellaneous,6007,01/06/2020,31/12/2020
111030132,Miscellaneous,6014,01/09/2020,30/11/2020
111030132,Milk Collection (SE),955,01/09/2020,31/12/4000
111030133,Miscellaneous,6014,01/09/2020,30/11/2020
111030133,Milk Collection (SE),955,01/09/2020,31/12/4000
111030135,Miscellaneous,6007,01/06/2020,31/12/2020
111030135,Milk Collection (SE),970,01/09/2020,31/12/4000
111030135,Miscellaneous,6014,01/09/2020,30/11/2020
111030135,Milk Collection (SE),950,01/09/2020,31/12/4000
111030135,Milk Collection (SE),955,01/09/2020,31/12/4000
111030138,Miscellaneous,6007,01/06/2020,31/12/2020
111030138,Miscellaneous,6014,01/09/2020,30/11/2020
111030138,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030138,Milk Collection (SE),970,01/09/2020,31/12/4000
111030138,Milk Collection (SE),950,01/09/2020,31/12/4000
111030138,Milk Collection (SE),955,01/09/2020,31/12/4000
111030139,Miscellaneous,6007,01/06/2020,31/12/2020
111030139,Miscellaneous,6014,01/09/2020,30/11/2020
111030139,Milk Collection (SE),955,01/09/2020,31/12/4000
111030142,Miscellaneous,6007,01/06/2020,31/12/2020
111030142,Miscellaneous,6014,01/09/2020,30/11/2020
111030143,Milk Collection (SE),955,01/09/2020,31/12/4000
111030144,Milk Collection (SE),955,01/09/2020,31/12/4000
111030152,Miscellaneous,6014,01/09/2020,30/11/2020
111030152,Miscellaneous,6007,01/06/2020,31/12/2020
111030153,Miscellaneous,6007,01/06/2020,31/12/2020
111030153,Miscellaneous,6014,01/09/2020,30/11/2020
111030155,Miscellaneous,6014,01/09/2020,30/11/2020
111030155,Miscellaneous,6007,01/06/2020,31/12/2020
111030158,Miscellaneous,6014,01/09/2020,30/11/2020
111030160,Milk Collection (SE),955,01/09/2020,31/12/4000
111030160,Milk Collection (SE),970,01/09/2020,31/12/4000
111030160,Miscellaneous,6014,01/09/2020,30/11/2020
111030160,Milk Collection (SE),957,01/09/2020,31/12/4000
111030160,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030160,Miscellaneous,6007,01/06/2020,31/12/2020
111030160,Milk Collection (SE),950,01/09/2020,31/12/4000
111030165,Miscellaneous,6014,01/09/2020,30/11/2020
111030165,Milk Collection (SE),970,01/09/2020,31/12/4000
111030165,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030165,Milk Collection (SE),950,01/09/2020,31/12/4000
111030165,Miscellaneous,6007,01/06/2020,31/12/2020
111030165,Milk Collection (SE),955,01/09/2020,31/12/4000
111030166,Miscellaneous,6007,01/06/2020,31/12/2020
111030167,Miscellaneous,6007,01/06/2020,31/12/2020
111030167,Miscellaneous,6014,01/09/2020,30/11/2020
111030168,Milk Collection (SE),950,01/09/2020,31/12/4000
111030168,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030168,Milk Collection (SE),955,01/09/2020,31/12/4000
111030172,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030172,Milk Collection (SE),950,01/09/2020,31/12/4000
111030172,Milk Collection (SE),955,01/09/2020,31/12/4000
111030172,Miscellaneous,6014,01/09/2020,30/11/2020
111030172,Miscellaneous,6007,01/06/2020,31/12/2020
111030173,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030173,Miscellaneous,6014,01/09/2020,30/11/2020
111030173,Miscellaneous,6007,01/06/2020,31/12/2020
111030175,Miscellaneous,6014,01/09/2020,30/11/2020
111030176,Miscellaneous,6014,01/09/2020,30/11/2020
111030176,Miscellaneous,6007,01/06/2020,31/12/2020
111030177,Miscellaneous,6014,01/09/2020,30/11/2020
111030177,Milk Collection (SE),955,01/09/2020,31/12/4000
111030177,Miscellaneous,6007,01/06/2020,31/12/2020
111030181,Milk Collection (SE),955,01/09/2020,31/12/4000
111030181,Miscellaneous,6014,01/09/2020,30/11/2020
111030184,Miscellaneous,6014,01/09/2020,30/11/2020
111030184,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030184,Miscellaneous,6007,01/06/2020,31/12/2020
111030186,Miscellaneous,6014,01/09/2020,30/11/2020
111030186,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030186,Miscellaneous,6007,01/06/2020,31/12/2020
111030189,Milk Collection (SE),970,01/09/2020,31/12/4000
111030189,Milk Standard (SE),OR,01/09/2020,31/12/4000
111030189,Miscellaneous,6014,01/09/2020,30/11/2020
111030189,Milk Collection (SE),950,01/09/2020,31/12/4000
111030189,Miscellaneous,6007,01/06/2020,31/12/2020
111030195,Miscellaneous,6014,01/09/2020,30/11/2020
111030195,Miscellaneous,6007,01/06/2020,31/12/2020
111030196,Milk Collection (SE),955,01/09/2020,31/12/4000
111030196,Miscellaneous,6007,01/06/2020,31/12/2020
111030196,Milk Collection (SE),970,01/09/2020,31/12/4000
111030196,Miscellaneous,6014,01/09/2020,30/11/2020
111030196,Milk Collection (SE),950,01/09/2020,31/12/4000
111030197,Miscellaneous,6007,01/06/2020,31/12/2020
111030197,Miscellaneous,6014,01/09/2020,30/11/2020
111030197,Milk Collection (SE),950,01/09/2020,31/12/4000
111030198,Miscellaneous,6007,01/06/2020,31/12/2020
